	query	text	user	date	hashtags	likes	retweets	url	score
16	covid	Is this not Covid szn ?	a5608121-83ce-5ec1-9419-beeb92982060	Sat Nov 21 16:04:43 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330180347754115074	202.66845703125
17	covid	@c8ff8c84-9569-511d-a863-82c21228013a Covid!	85eeb45b-ac93-512c-ad06-47dd2e4489a5	Sat Nov 21 15:05:43 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330165502476509184	202.66845703125
18	covid	@9e05d6d9-fe32-52a5-8cfb-f2ba08a0f531 covid	0ae5a10a-e44d-525b-96b4-2242b59df103	Sat Nov 21 15:34:36 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330172771285020673	202.66845703125
19	covid	@17c3cfb4-b358-5bdc-a17e-9057c7e0f898 **covid bodo	3e2d65ab-890f-5751-bd7c-7182302779b5	Sat Nov 21 14:50:02 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330161555783233536	202.66845703125
0	vaccine	RT @82fb6f2b-dfed-598d-87a4-0bed65229dd7: @a8b64e78-3951-5a99-8618-2f458b10c700 @e63715ca-b4ec-5636-ace6-a24a29d8d3d1 Will you take the vaccine?? #coronavirus #vaccination #vaccinate #Vaccin https://t.co/pLGqDHco…	a8b64e78-3951-5a99-8618-2f458b10c700	Sat Nov 21 16:09:32 +0000 2020	['coronavirus', 'vaccination', 'vaccinate', 'Vaccin']	0	0	https://twitter.com/i/web/status/1330181559614369793	279.90618896484375
1	vaccine	RT @fc65d174-c41c-5e30-a4c5-69d86765c0b3: It's the Dolly vaccine!	c7383ca3-d026-5d6b-b32f-b766de36d08a	Sat Nov 21 15:19:56 +0000 2020	[]	13620	884	https://twitter.com/i/web/status/1330169079869689865	237.4742889404297
2	vaccine	there is no vaccine for stupidity	d1e41328-ddc3-5f24-9d37-465435ad9224	Sat Nov 21 14:46:39 +0000 2020	[]	15846	4360	https://twitter.com/i/web/status/1330160704784125952	208.71353149414062
3	vaccine	New vaccine for the #ouighurs	ca5d1a7c-3303-5fa0-b7b9-c0870f3d7c47	Sat Nov 21 14:44:16 +0000 2020	['ouighurs']	8	2	https://twitter.com/i/web/status/1330160103388016648	202.08273315429688
4	vaccine	Covid vaccines?	2fa2cd94-e574-5e50-a949-cb1f659f9e3e	Sat Nov 21 14:52:20 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330162132441325574	191.5323486328125
5	vaccine	@82f35ad6-c914-572c-919b-26536f44cff9 @1b69d13a-79d4-55af-b8e1-10dbdc6432f4 @c195b899-669f-51e0-8926-525ceb402588 This vaccine has different circumstances than any other vaccine you've gott… https://t.co/7jD08x9Rg7	b8c8c36b-69ce-5ab6-9c00-1df64beddfb1	Sat Nov 21 15:03:28 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164936174161923	167.32852172851562
6	vaccine	COVID vaccine politics https://t.co/yVXaWx8cXe #vaccines #healthcare #CoronaVaccine	61105255-7b4a-5bca-b310-df3d6093dca3	Sat Nov 21 16:00:00 +0000 2020	['vaccines', 'healthcare', 'CoronaVaccine']	0	0	https://twitter.com/i/web/status/1330179161755971584	167.3209228515625
7	vaccine	The coronavirus vaccine should be free	4028cd22-e757-516b-8e52-12c893d55549	Sat Nov 21 15:42:45 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330174819678248962	165.43055725097656
8	vaccine	"Vaccine’s use of feral cells?

https://t.co/sXMOsFEKW6"	0316271e-4530-510b-b8d9-1d48cdb5da26	Sat Nov 21 16:08:18 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330181250024427523	162.60220336914062
9	vaccine	Make a case for the Vaccine🙄	770d5b00-6e23-5111-b923-4bd210799f48	Sat Nov 21 15:35:40 +0000 2020	[]	1	1	https://twitter.com/i/web/status/1330173037514280961	159.60679626464844
10	vaccine	Give Us the Vaccine Now!!!!!!	a9d5e123-4937-52b6-a0f6-04e52b71c7bc	Sat Nov 21 15:08:58 +0000 2020	[]	3112	619	https://twitter.com/i/web/status/1330166321259089921	156.1336669921875
11	vaccine	Everyone should be getting a monthly $1500 until the vaccine!	60bd549a-8df9-5bb7-8d59-d5d671602cb3	Sat Nov 21 16:17:51 +0000 2020	[]	47515	9390	https://twitter.com/i/web/status/1330183652421083152	149.82833862304688
12	vaccine	RT @3984b2b7-6fff-5091-a0b2-4560984ac79e: The #ibiza #lockdown #vaccine alternative ⁦@17893e5f-02c3-5237-ac04-32351f503448⁩ ⁦@875f3503-4900-5c92-99e3-db823a05f906⁩ ⁦⁦@e45f4497-b9f1-5c4e-938e-d3183ef93155⁩  https://t.co/nfga6eD…	db5d6c1f-4de9-5acb-a1c6-463e7e48ab96	Sat Nov 21 15:54:03 +0000 2020	['ibiza', 'lockdown', 'vaccine']	0	0	https://twitter.com/i/web/status/1330177666767597570	148.21714782714844
13	vaccine	RT @0fdc2eaa-7f69-5de9-8240-eeaa9c7f5650: @bef9eba4-763f-5395-867d-83658489558b @05005c99-d4e8-5e10-b320-3627d57e6f1a Harold and Kumar Distribute The Covid Vaccine	1015cc11-05aa-54e3-9261-24b1566aae1a	Sat Nov 21 16:10:37 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330181833070358532	146.57559204101562
14	vaccine	"@599eaf25-c27b-5d9d-a308-bb4a739931fb @2fd0d431-13a7-5ec4-81a1-01d22acf998b Vaxart working on pill vaccine 
https://t.co/VmiwHyM0NS"	4086563a-3f7e-5008-9652-134badc190c0	Sat Nov 21 14:48:54 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330161268259479554	145.53353881835938
15	vaccine	RT @edd0ee4a-a16b-521a-bcff-bb6bdb5f06e4: Harold and Kumar distribute the COVID-19 vaccine	b53e48e9-e5a8-5ac0-97b4-1bb8bdde45d6	Sat Nov 21 15:50:46 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330176836643540994	145.36444091796875
16	vaccine	@c7d46200-5c6f-52f0-a884-a5a2fb84aac0 Just one of the ingredients in the Covid vaccine 😱!	37a49eb4-65aa-597d-a7c4-7b426f828187	Sat Nov 21 14:59:55 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164042640601088	142.90333557128906
17	vaccine	RT @256d4b5a-b5fa-579e-8f3e-b06f469b6895: I won't be getting the vaccine https://t.co/ofnhBSMwN1	256d4b5a-b5fa-579e-8f3e-b06f469b6895	Sat Nov 21 15:50:41 +0000 2020	[]	237	67	https://twitter.com/i/web/status/1330176819329454080	142.70339965820312
18	vaccine	RT @256d4b5a-b5fa-579e-8f3e-b06f469b6895: I won't be getting the vaccine https://t.co/ofnhBSMwN1	e79e24c5-96dc-55ce-b195-e0504a747916	Sat Nov 21 14:52:16 +0000 2020	[]	233	67	https://twitter.com/i/web/status/1330162114737147909	142.70339965820312
19	vaccine	"Is the coronavirus vaccine safe?

https://t.co/MVCpIXpo5j"	9e563418-7ddd-5e0b-80dd-fcdd69944af2	Sat Nov 21 15:01:16 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164380521164804	142.45928955078125
0	trump	Not just Trump , all of the #GOPParasites are too!	3318fa86-d0ad-5736-a482-a21eb2b55788	Sat Nov 21 14:47:56 +0000 2020	['GOPParasites']	7117	1687	https://twitter.com/i/web/status/1330161024406876164	293.5181579589844
1	trump	RT @51042606-a613-5775-9676-86ba5ef0316a: All under trump’s presidency.	4abbf2e0-6115-51b3-9562-4f8754665df8	Sat Nov 21 15:07:48 +0000 2020	[]	1821	971	https://twitter.com/i/web/status/1330166027716587530	203.75094604492188
2	trump	This should be for all Americans not just trump cronies.	e438a7ec-67c5-514a-90e4-71cbe76a74f4	Sat Nov 21 15:58:50 +0000 2020	[]	12292	3230	https://twitter.com/i/web/status/1330178867613601794	189.85333251953125
3	trump	And Trump does nothing.	efaf6278-b3ea-5e81-b67f-efc524f146d5	Sat Nov 21 14:49:01 +0000 2020	[]	247	239	https://twitter.com/i/web/status/1330161299142172674	180.97006225585938
4	trump	Trump wins again.	021918be-d329-5fe0-b5c4-8357fd7a3a93	Sat Nov 21 14:53:23 +0000 2020	[]	952	516	https://twitter.com/i/web/status/1330162396594380804	179.8393096923828
5	trump	Trump said so!!! https://t.co/heDTI7QZTr	b664873c-fe00-5315-acfe-ff5f51462c29	Sat Nov 21 15:12:22 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330167177140445185	168.20648193359375
6	trump	RT @0f9cdfa3-709c-568b-bcc7-9ebba2d576f6: So... Trump's plan?	ac041d13-e946-5e22-ae0b-ac737e8a5cef	Sat Nov 21 15:06:29 +0000 2020	[]	199944	15091	https://twitter.com/i/web/status/1330165695305428992	154.1270751953125
7	trump	RT @0f9cdfa3-709c-568b-bcc7-9ebba2d576f6: So... Trump's plan? https://t.co/OEVgwx3GXs	d6465c9a-62d9-54a7-826e-9a0fb1aa1e46	Sat Nov 21 15:47:17 +0000 2020	[]	201895	15189	https://twitter.com/i/web/status/1330175961258717188	154.1270751953125
8	trump	RT @0f9cdfa3-709c-568b-bcc7-9ebba2d576f6: So... Trump's plan?	be0e3382-0fc9-5d6d-b606-9e75446b8a68	Sat Nov 21 16:00:07 +0000 2020	[]	202458	15229	https://twitter.com/i/web/status/1330179192126902272	154.1270751953125
9	trump	RT @0f9cdfa3-709c-568b-bcc7-9ebba2d576f6: So... Trump's plan?	642be046-57f9-5f96-be69-32d7cae47227	Sat Nov 21 14:42:11 +0000 2020	[]	198424	14981	https://twitter.com/i/web/status/1330159579779506178	154.1270751953125
10	trump	This is Trump's America	95835bc5-9543-5d32-b19f-ad41b7ce7b45	Sat Nov 21 14:54:37 +0000 2020	[]	2	3	https://twitter.com/i/web/status/1330162706662486018	153.82400512695312
11	trump	#TrumpKillsAmericans #GOPBetrayedAmerica this is on Trump and his enablers.	5da1fd0d-498a-5de6-bd9f-82fb3434c279	Sat Nov 21 15:11:11 +0000 2020	['TrumpKillsAmericans', 'GOPBetrayedAmerica']	154	40	https://twitter.com/i/web/status/1330166875611934727	153.7261199951172
12	trump	Lmao. Trump oh Trump 😂😂	767e6c29-fba9-5e6d-baba-907efbfabf15	Sat Nov 21 15:15:27 +0000 2020	[]	5191	1132	https://twitter.com/i/web/status/1330167951564083204	151.50973510742188
13	trump	tRump Vaccine for the tRump Virus	07834142-57cb-5655-8c9c-8e06deda5119	Sat Nov 21 15:05:28 +0000 2020	[]	1450	98	https://twitter.com/i/web/status/1330165437414432768	150.096435546875
14	trump	RT @100cbd60-4adf-5b50-b560-bbc06122e99b: @613c14e3-58af-5bb6-afeb-7c2aa5f4dcf2 Corona against the trumps: https://t.co/phG7J7KNje	e2127917-9f10-50c8-907f-a5036c625fb4	Sat Nov 21 15:08:53 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330166296919617543	149.0164794921875
15	trump	Dabo Trump	7373df4f-6285-544d-bcc4-ddc920209b55	Sat Nov 21 15:02:11 +0000 2020	[]	2	1	https://twitter.com/i/web/status/1330164612348735497	148.75035095214844
16	trump	"""Bikers for trump"" is the explanation."	5fc866f8-4410-597a-b9bf-469f4ed5fb4d	Sat Nov 21 15:03:16 +0000 2020	[]	61	23	https://twitter.com/i/web/status/1330164885720879109	148.16397094726562
17	trump	trumps words. It is what it is. 🤣	3101f384-5d0b-5fed-9e3a-4c4021649828	Sat Nov 21 16:17:51 +0000 2020	[]	1	0	https://twitter.com/i/web/status/1330183654925070346	148.0218963623047
18	trump	It’s the Trump virus!	f300be1d-796b-5e22-9f39-d9653ef56b13	Sat Nov 21 15:58:44 +0000 2020	[]	5298	1264	https://twitter.com/i/web/status/1330178845115371522	147.62557983398438
19	trump	Trump flu	2e6f063a-3a05-595b-b476-30ccda8b054f	Sat Nov 21 16:08:28 +0000 2020	[]	2123	415	https://twitter.com/i/web/status/1330181291833241604	144.50564575195312
0	disease	"LYME DISEASE
#dogs #dogsoftwitter #dogsofinstagram #SupernaturalFinale #BlackFriday #BlackFriday2020 #BlackMamba… https://t.co/3eg9qswove"	d9bc14ab-4c29-55d5-a3c7-e3f4a5572670	Sat Nov 21 15:47:00 +0000 2020	['dogs', 'dogsoftwitter', 'dogsofinstagram', 'SupernaturalFinale', 'BlackFriday', 'BlackFriday2020', 'BlackMamba']	0	0	https://twitter.com/i/web/status/1330175890219786240	76.91087341308594
1	disease	RT @dcaf3388-eb78-5da6-be2c-56e4e0e41d1c: It’s a disease. Liberalism.	547fd8c8-12e5-58f4-b051-571a4b631661	Sat Nov 21 15:26:56 +0000 2020	[]	283	236	https://twitter.com/i/web/status/1330170842081337345	76.54633331298828
2	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	eeba1067-29c7-5e63-9732-f4b962abbc46	Sat Nov 21 15:20:08 +0000 2020	[]	9711	3177	https://twitter.com/i/web/status/1330169130679406592	65.95413208007812
3	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	8c7fdb6c-e1e6-53bc-b41c-b143e8137020	Sat Nov 21 14:50:17 +0000 2020	[]	9548	3121	https://twitter.com/i/web/status/1330161616009256961	65.95413208007812
4	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	d996bf94-702e-5020-8e6a-3619bf32b0bb	Sat Nov 21 15:07:46 +0000 2020	[]	9637	3156	https://twitter.com/i/web/status/1330166017318924288	65.95413208007812
5	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	e8724488-9412-5e80-b701-63598036a7ba	Sat Nov 21 14:50:14 +0000 2020	[]	9548	3121	https://twitter.com/i/web/status/1330161605305372679	65.95413208007812
6	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	c0543d6b-9db1-57a9-9443-4a27aa417d58	Sat Nov 21 15:56:39 +0000 2020	[]	9888	3216	https://twitter.com/i/web/status/1330178318763765763	65.95413208007812
7	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	2a0bccb7-5d1e-5f80-a2f9-be5c08476f74	Sat Nov 21 14:50:10 +0000 2020	[]	9548	3121	https://twitter.com/i/web/status/1330161589509558273	65.95413208007812
8	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	f9ef94cd-f444-5ba5-9a77-8c326321d55f	Sat Nov 21 15:26:53 +0000 2020	[]	9744	3185	https://twitter.com/i/web/status/1330170827640369153	65.95413208007812
9	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	2f538c6e-62eb-5448-a1a1-514482a67b06	Sat Nov 21 15:05:42 +0000 2020	[]	9628	3151	https://twitter.com/i/web/status/1330165496570851328	65.95413208007812
10	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	004e624e-fc07-54fa-8a76-8e2bea9e0f1f	Sat Nov 21 15:08:53 +0000 2020	[]	9645	3158	https://twitter.com/i/web/status/1330166299247390721	65.95413208007812
11	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	0640a816-80cd-5bce-9203-65d3869cc026	Sat Nov 21 15:02:21 +0000 2020	[]	9611	3142	https://twitter.com/i/web/status/1330164652538535942	65.95413208007812
12	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	217b9c6d-bb0a-565d-adca-b2ba75d46668	Sat Nov 21 15:02:24 +0000 2020	[]	9611	3142	https://twitter.com/i/web/status/1330164668468523026	65.95413208007812
13	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	371dd11a-e3af-5ba6-9595-67d5d7d0b76a	Sat Nov 21 15:04:34 +0000 2020	[]	9621	3148	https://twitter.com/i/web/status/1330165210456469504	65.95413208007812
14	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	86252868-6478-5732-8b77-a34a66320641	Sat Nov 21 14:47:45 +0000 2020	[]	9525	3115	https://twitter.com/i/web/status/1330160978726711297	65.95413208007812
15	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	c1a2854b-9b6f-5f70-9714-9a2921fc1728	Sat Nov 21 14:47:45 +0000 2020	[]	9525	3115	https://twitter.com/i/web/status/1330160979250966531	65.95413208007812
16	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	b5e236ec-f64f-5cdf-9833-5465d43b6873	Sat Nov 21 14:50:01 +0000 2020	[]	9548	3121	https://twitter.com/i/web/status/1330161549437177861	65.95413208007812
17	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	82a96a35-5eff-597f-b817-3146d8902ed4	Sat Nov 21 14:47:48 +0000 2020	[]	9527	3115	https://twitter.com/i/web/status/1330160993335447552	65.95413208007812
18	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	00b15e3b-cbdd-548a-af2f-8434be698a40	Sat Nov 21 14:47:50 +0000 2020	[]	9527	3115	https://twitter.com/i/web/status/1330161000033771523	65.95413208007812
19	disease	RT @7200860f-ebfe-5366-85ca-42cd063be8fa: It is not surprising that Trump is doing nothing to stop the spread of a disease that’s killing thousands of Americans a w…	29a439de-f81b-59b7-9707-a8c96883d7e4	Sat Nov 21 14:50:16 +0000 2020	[]	9548	3121	https://twitter.com/i/web/status/1330161611722649606	65.95413208007812
0	biden	RT @1998a400-b9a0-5807-b436-424e947cecc9: Or acknowledges that Biden won!	1cd1c7d9-d456-52e4-9e7a-447f0f2ddd7e	Sat Nov 21 15:05:39 +0000 2020	[]	146	44	https://twitter.com/i/web/status/1330165485682429953	325.12158203125
1	biden	RT @1998a400-b9a0-5807-b436-424e947cecc9: Or acknowledges that Biden won!	c371e613-6765-55ea-9193-b69c17c68f2d	Sat Nov 21 14:53:36 +0000 2020	[]	144	43	https://twitter.com/i/web/status/1330162451208351746	325.12158203125
2	biden	Biden had Covid ?	ccd737cf-b905-548e-9d6c-ce2998972571	Sat Nov 21 14:43:26 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330159894683594753	310.913818359375
3	biden	Biden the hypocrite	7a96f06a-534c-533e-a23d-b762fc2d880c	Sat Nov 21 14:36:21 +0000 2020	[]	270	92	https://twitter.com/i/web/status/1330158110623854603	309.73553466796875
4	biden	Biden is —— clown.	e3209940-09a4-51dc-8b57-8005d423c789	Sat Nov 21 16:08:19 +0000 2020	[]	744	171	https://twitter.com/i/web/status/1330181254461984771	298.82342529296875
5	biden	biden's world	fb811f1d-7407-5081-ba6a-a332fd708e6f	Sat Nov 21 14:29:38 +0000 2020	[]	6	1	https://twitter.com/i/web/status/1330156419434360833	295.8520812988281
6	biden	RT @23d5f928-53d8-5447-87ff-91f5bef5e65f: Joe Biden hasn't won shit...yet 🤨	ebb04425-dbd5-56bc-888c-db5affacf040	Sat Nov 21 16:02:31 +0000 2020	[]	98573	16759	https://twitter.com/i/web/status/1330179794823225352	263.4845275878906
7	biden	Because Joe Biden didn’t win 😂😂😂😂 @915122cc-9c65-5ea6-b768-5f5bb4332f74	62b0c6cb-9ab9-5501-8d94-583e408c904f	Sat Nov 21 15:15:43 +0000 2020	[]	1964	405	https://twitter.com/i/web/status/1330168017712525319	220.7957000732422
8	biden	Covid Tucker Biden	df7d16f5-e07c-5a19-9222-82ec15409714	Sat Nov 21 15:14:32 +0000 2020	[]	515	282	https://twitter.com/i/web/status/1330167718507646978	208.63491821289062
9	biden	@b64c7a39-7875-565d-89f4-2002055b44a2 @a231441d-d418-5fc9-b6df-57ff76627f0c @e7287a9e-53b9-5ef7-a6a8-8eb969bdf268 #TRUMP #WON #it’s #JOE #BIDEN #Who #REFUSES #TO #CONCEDE #AFTER #MASSIVE… https://t.co/tHfMldgfZ4	799d6377-a628-5971-9069-179cfd45845c	Sat Nov 21 15:45:51 +0000 2020	['TRUMP', 'WON', 'it', 'JOE', 'BIDEN', 'Who', 'REFUSES', 'TO', 'CONCEDE', 'AFTER', 'MASSIVE']	0	0	https://twitter.com/i/web/status/1330175600510820353	182.26199340820312
10	biden	"More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won
https://t.co/EMI6gdHCvA"	a9efef14-196c-55ff-b20d-c3fffc0735c8	Sat Nov 21 15:02:06 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330164589795926018	180.30752563476562
11	biden	More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won https://t.co/wOiuYl6dzp	fa1abfbe-c122-593a-ac0a-069b8cca1af8	Sat Nov 21 15:48:14 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330176199180607491	180.30752563476562
12	biden	RT @c0312119-d698-5151-8f16-6db6ee826303: More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won https://t.co/9WZdqtO352 https://t.co/ZK5019QYwH	a5137632-0179-5656-8fc5-33e3e093c602	Sat Nov 21 15:11:14 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330166889310515200	180.30752563476562
13	biden	More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won https://t.co/fUBKWlEbKt	f6f5aeb6-c7f9-5dff-9b64-626749ed3ba6	Sat Nov 21 14:50:12 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330161596249894914	180.30752563476562
14	biden	More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won | HuffPost https://t.co/LSO1BQfTuh	c451f1fc-08a1-5c7a-b694-67198398ae64	Sat Nov 21 14:42:05 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330159552294232077	180.30752563476562
15	biden	More GOP Senators Have COVID Than Have Acknowledged That Joe Biden Won https://t.co/c75JnDfWog	780f9a1b-aac7-5b84-a544-0f6ed433222b	Sat Nov 21 15:57:46 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330178598762926081	180.30752563476562
16	biden	@26947137-6cc4-50bd-9e36-af515d2ce9cf Biden’s America and died of covid	cde35a32-dd50-5678-8c7a-99b9de97f6c3	Sat Nov 21 15:36:59 +0000 2020	[]	0	0	https://twitter.com/i/web/status/1330173370688811012	174.3482666015625
17	biden	Biden is an idiot. Look at his druggie kid.	895fa217-c2af-58be-ac33-2dcedfd7dde6	Sat Nov 21 15:26:46 +0000 2020	[]	4891	1776	https://twitter.com/i/web/status/1330170799077134337	170.09564208984375
