	query	id	text	user	likes	retweets	hashtags	cluster	score
3	mask	1330157589620023297	Wear a mask!	332f434a-69d2-5b5f-86ac-554d152ff64a	62	42	[]	2	9.5286222452765
4	mask	1330166326564950017	Just wear the mask.	ce8c4705-b764-5e70-b82d-df438ae78cae	2	1	[]	2	9.5286222452765
5	mask	1330183694666043394	"Cloth masks, disposable masks, most masks don't protect against Covid whether you wear them ""correctly"" or not. Cov… https://t.co/pKWovjbuRX"	ecc59748-6e8d-5c3a-8ed5-416cd9589990	0	0	[]	2	9.274479852281706
6	mask	1330184237887213568	"RT @ecc59748-6e8d-5c3a-8ed5-416cd9589990: Cloth masks, disposable masks, most masks don't protect against Covid whether you wear them ""correctly"" or not. Covid is so…"	f2a10ca4-0c50-513b-aeec-f52198c832fa	0	0	[]	2	8.821789997816845
7	mask	1330173892133007361	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	acf09666-3f18-5e2d-ae4a-cea19f68bf12	55	22	[]	2	8.429512219827812
8	mask	1330168790378815498	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	5d9fa793-896a-54c8-9758-249399d9cdad	55	22	[]	2	8.429512219827812
9	mask	1330164589158408193	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	a66c4cf6-213a-5053-beda-12e107736514	53	19	[]	2	8.429512219827812
10	mask	1330164623430049792	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	d4c3b00b-ccec-504c-a0df-bd95d62efef5	53	19	[]	2	8.429512219827812
11	mask	1330165440555999233	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	29b43a69-0e7e-5f21-993c-9ad482fd9cf4	53	20	[]	2	8.429512219827812
12	mask	1330164614693351427	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	e3c920ef-aa61-565f-af1b-8fb000c4059b	53	19	[]	2	8.429512219827812
13	mask	1330164638726688769	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	2b8f3900-0cf4-58cb-bed0-1a08775cf5df	53	19	[]	2	8.429512219827812
14	mask	1330175324362055689	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	3da5a8fc-9bf7-5f90-9e2c-bed62f33fa43	55	22	[]	2	8.429512219827812
15	mask	1330166288249987072	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	df28748e-4457-5aa1-b088-3941dbaee50a	53	21	[]	2	8.429512219827812
16	mask	1330175336194117634	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	4b97b723-843b-5d36-a263-7bc6b643caf4	55	22	[]	2	8.429512219827812
17	mask	1330165460017537030	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	713d6351-be32-56d7-a30f-15162a4e8490	53	20	[]	2	8.429512219827812
18	mask	1330164584565665795	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	fe483e9d-5510-51c0-83c9-ce22e92811bf	53	19	[]	2	8.429512219827812
19	mask	1330166242255187971	"RT @b8dccf23-2288-50df-92c5-d6c83189240b: Sooooo - @2413e9d5-5281-5498-bfad-b1f0cd743b7b do we get to sue mask makers if we get COVID while wearing a mask?
The warning labels say that masks…"	dd26f306-ea4a-5f85-be3b-60b4bc12545b	53	21	[]	2	8.429512219827812
0	trump	1330165437414432768	tRump Vaccine for the tRump Virus	07834142-57cb-5655-8c9c-8e06deda5119	1450	98	[]	7	6.906573571023725
1	trump	1330164612348735497	Dabo Trump	7373df4f-6285-544d-bcc4-ddc920209b55	2	1	[]	3	5.981268165612753
2	trump	1330183654925070346	trumps words. It is what it is. 🤣	3101f384-5d0b-5fed-9e3a-4c4021649828	1	0	[]	3	5.981268165612753
3	trump	1330181291833241604	Trump flu	2e6f063a-3a05-595b-b476-30ccda8b054f	2123	415	[]	3	5.981268165612753
4	trump	1330180343614349321	@d22026c6-fe3c-5852-aa7f-e96bbf939fd2 Why trump did nothing . Trump let covid spread.	1e428c40-33ec-500b-b389-53b79d8c162d	0	0	[]	3	5.639193706666666
5	trump	1330160117694803969	"RT @ee21789c-1c0a-557b-b9f3-8b6bec5b5aa2: We Believe in...

2021 Trump Wins
2021 Trump Cures
2021 Trump Re-Elected
2021 Trump Locks Her Up
2021 Trump Creates Jo…"	4f90797a-d685-55a2-8ede-c61fd7120e87	0	0	[]	3	5.553468073705474
6	trump	1330169081538949124	"RT @ee21789c-1c0a-557b-b9f3-8b6bec5b5aa2: We Believe in...

2021 Trump Wins
2021 Trump Cures
2021 Trump Re-Elected
2021 Trump Locks Her Up
2021 Trump Creates Jo…"	af181708-dfd2-5ed8-a7fe-aae72d285a48	0	0	[]	3	5.553468073705474
7	trump	1330180365089189898	"RT @ee21789c-1c0a-557b-b9f3-8b6bec5b5aa2: We Believe in...

2021 Trump Wins
2021 Trump Cures
2021 Trump Re-Elected
2021 Trump Locks Her Up
2021 Trump Creates Jo…"	57b180e3-c5de-557f-a232-95e3692b72cb	0	0	[]	3	5.553468073705474
8	trump	1330165482960392194	"RT @f9b19cb1-403a-5b71-b369-c8eb3cd97120: Trump is twisted. He was NOT trying to prevent panic. Trump was NOT trying to protect people 

Trump had thousands of soci…"	75c62a96-5662-5dc3-92f6-6dded2e543c7	151	120	[]	3	5.537578289853985
9	trump	1330157019710562305	@02e6fb19-6e6e-5b3a-977b-14c8000d52d1 Does he really have Covid or is it a lie like when you Trump said you had it. Fuck you Trump	f4d7ba3c-503c-5060-8489-8e3cc39aa4b9	0	0	[]	3	5.100842630494588
10	trump	1330166027716587530	RT @51042606-a613-5775-9676-86ba5ef0316a: All under trump’s presidency.	4abbf2e0-6115-51b3-9562-4f8754665df8	1821	971	[]	3	4.883685006834666
11	trump	1330160464202960896	Amen. TRUMP said the same!	8673681e-eede-5279-b9cb-c250b68a66b7	10025	3130	[]	3	4.883685006834666
12	trump	1330181283939495942	RT @1fffef80-c623-5274-95b2-76b7f837b4ac: @32b73720-0885-5195-9226-797a9c1b1728 If anything, we should call the COVID-19 virus after Trump.  Did you come down with the Trump?  Did h…	1218f718-9f9c-576d-9597-711e408dc727	0	0	[]	3	4.883685006834666
13	trump	1330165485137223680	Thank you, President Trump.	3203a156-9105-53a1-8710-53212ae57a00	3062	611	[]	3	4.883685006834666
14	trump	1330174764762193932	Another liar for Trump.	82a94077-c931-5581-9573-97fe7d1324c5	2053	990	[]	3	4.883685006834666
15	trump	1330173876144365578	RT @ceda02f4-d2e9-56e4-a928-1c4141444c20: President Trump says Donald Trump Jr. is doing well after being diagnosed with COVID-19 https://t.co/zzZP27FWIg	dcc8d4ca-161c-568e-8f9f-7272003fc3f7	0	0	[]	7	4.692092783460116
16	trump	1330175408487149570	President Trump Tweets Donald Trump Jr. Is Doing Well After COVID-19 Diagnosis https://t.co/vwc1h053Sk https://t.co/ELsXtwxWJ5	9c22f2be-819f-55f7-b054-01c591e0e30d	0	0	[]	7	4.692092783460116
17	trump	1330172784970960896	"RT @91ffb051-00e2-5021-9031-a5908754f8d2: I appeared on @6f77387d-222a-5b36-a5b9-02ae25fa5a84 and hammered Trump for completely bungling his response to the #CoronavirusOutbreak.

""Trump is g…"	a2d359b4-b18e-5c86-be36-6f7a7acfb734	0	0	['CoronavirusOutbreak']	3	4.692092783460116
18	trump	1330183676160843783	RT @152b320b-6eda-5645-91ea-75077fcdde5d: Trump gave them rooms at Trump Hotel? Really? This is QUID PRO QUO! https://t.co/9nnsXV5eLI	80377607-c45d-5342-96a4-aefdb6b2945e	3824	1720	[]	3	4.692092783460116
19	trump	1330183703910297601	RT @152b320b-6eda-5645-91ea-75077fcdde5d: Trump gave them rooms at Trump Hotel? Really? This is QUID PRO QUO! https://t.co/9nnsXV5eLI	f3e32953-2321-5011-9a2a-c92088c0141b	3829	1723	[]	3	4.692092783460116
